"","event","white","black","whiteelo","blackelo","whiterd","blackrd","timecontrol","date","time","whiteclock","blackclock","eco","plycount","result","moves","comp"
"4543","FICS rated standard game","SourabhSoni","Knightsmasher","1680","2343","0.0","0.0","900+0","2017.01.03","11:24:00","0:15:00.000","0:15:00.000","A00","0","0-1","1. d4 Nf6 2. c4 e6 3. a3 Nc6 4. Nc3 Rb8 5. e4 d5 6. e5 Ne4 7. Nxe4 dxe4 8. Be3 Qh4 9. Be2 f5 10. Qd2 Qd8 11. f3 Be7 12. fxe4 fxe4 13. Nh3 O-O 14. Nf2 Qe8 15. O-O Qg6 16. b4 Rd8 17. Qc3 b6 18. d5 exd5 19. cxd5 Rxd5 20. Bc4 Be6 21. Bxd5 Bxd5 22. Rfd1 Qe6 23. Bf4 Rf8 24. Bg3 Bg5 25. Re1 e3 26. Nd3 Be4 27. b5 Qd5 28. Qxc6 Qxd3 29. Qxc7 e2 30. Qd6 Be3+ 31. Kh1 Rf1+ 32. Rxf1 exf1=Q+ 33. Rxf1 Qxf1# {White checkmated} 0-1","black"
"4544","FICS rated standard game","Knightsmasher","SourabhSoni","2342","1687","0.0","0.0","900+0","2017.01.03","10:56:00","0:15:00.000","0:15:00.000","C41","131","1-0","1. d4 d5 2. c4 c6 3. Nc3 e6 4. e3 Nf6 5. Nf3 Bd6 6. c5 Bc7 7. Bd3 O-O 8. O-O Nbd7 9. Bd2 e5 10. Bf5 e4 11. Ng5 h6 12. Nh3 g6 13. Bxd7 Bxd7 14. f3 Bxh3 15. gxh3 Qe7 16. f4 Qe6 17. Qb3 Qxh3 18. Qd1 g5 19. Qe2 gxf4 20. exf4 Kh7 21. Kh1 Rg8 22. Rg1 Nh5 23. Qe3 Rxg1+ 24. Rxg1 Qxe3 25. Bxe3 Rg8 26. Ne2 Rxg1+ 27. Kxg1 f5 28. b4 Kg6 29. Kf2 Nf6 30. h3 a5 31. a3 axb4 32. axb4 Ne8 33. b5 cxb5 34. Nc3 b4 35. Nxd5 b3 36. Bc1 Ba5 37. Bb2 Nc7 38. Nxc7 Bxc7 39. Ke3 Kh5 40. d5 Kh4 41. d6 Bd8 42. Bg7 h5 43. Kd2 Kxh3 44. Kc3 Kg3 45. Kxb3 e3 46. Kc3 e2 47. Kd2 Kf2 48. Bd4+ Kf1 49. Kc3 e1=Q+ 50. Kc4 Qe4 {White resigns} 0-1","white"
"4545","FICS rated blitz game","agungdemak","Floyd","1720","2306","0.0","0.0","300+0","2017.01.03","10:38:00","0:05:00.000","0:05:00.000","C22","22","0-1","1. c4 g6 2. e4 Nc6 3. d4 e5 4. d5 Nd4 5. Nf3 Bb4+ 6. Bd2 Qe7 7. Nxd4 exd4 8. Bd3 Nf6 9. O-O O-O 10. Bg5 d6 11. a3 Bc5 12. b4 Bb6 13. Nd2 Kg7 14. f4 h6 15. Bh4 Kh8 16. Nf3 Bg4 17. e5 dxe5 18. fxe5 g5 19. exf6 Qxf6 20. Bg3 c6 21. c5 Bd8 22. Qe1 Qg7 23. d6 Bh5 24. Be5 f6 25. Bxd4 Re8 26. Qc3 Bg6 27. Nxg5 Bxd3 28. Rxf6 Bxf6 29. Bxf6 hxg5 30. Bxg7+ Kh7 31. d7 Rg8 32. Bf6 {Black resigns} 1-0","black"
"4546","FICS rated standard game","MortimerBlackwell","Lessur","2396","2402","0.0","0.0","1200+10","2017.01.03","09:57:00","0:20:00.000","0:20:00.000","A42","162","0-1","1. e4 c5 2. Nf3 Nc6 3. Nc3 Nd4 4. Bc4 d6 5. h3 Nxf3+ 6. Qxf3 Nf6 7. d3 g6 8. g4 e6 9. Bg5 Be7 10. Bh6 Nd7 11. O-O-O Ne5 12. Bb5+ Bd7 13. Bxd7+ Nxd7 14. Qg3 Bf6 15. g5 Bxc3 16. bxc3 Qa5 17. Kd2 Ke7 18. Bg7 Rhg8 19. Bf6+ Nxf6 20. gxf6+ Kxf6 21. Qxd6 Rgd8 22. Qf4+ Kg7 23. h4 c4 24. h5 Qxa2 25. h6+ Kf8 26. d4 Qa5 27. d5 exd5 28. Qf6 dxe4+ 29. Ke2 Rxd1 30. Rxd1 Qh5+ 31. Ke1 Qh1+ 32. Ke2 Qf3+ 33. Qxf3 exf3+ 34. Kxf3 b5 35. Rd7 a5 36. Rb7 a4 37. Rxb5 a3 38. Rb1 a2 39. Ra1 Ke7 40. Ke4 Kd6 41. Kd4 Ra4 42. Ke4 f5+ 43. Kd4 g5 44. Ke3 Ke5 45. f4+ gxf4+ 46. Kf3 Ra7 47. Re1+ Kf6 48. Rc1 {White resigns} 0-1","white"
"4547","FICS rated standard game","madoldboy","MrsLurking","2131","2263","0.0","0.0","1800+0","2017.01.03","10:11:00","0:30:00.000","0:30:00.000","B50","57","1-0","1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. Nf3 Bg7 5. e3 c6 6. Be2 O-O 7. O-O Bg4 8. h3 Bxf3 9. Bxf3 dxc4 10. a4 e5 11. dxe5 Nfd7 12. Be2 Nxe5 13. Qxd8 Rxd8 14. f4 Nd3 15. Bxd3 cxd3 16. Rd1 Na6 17. Ne4 Rd7 18. Rb1 f5 19. Nf2 Rad8 20. Bd2 Nc5 21. b3 Re8 22. Bb4 Na6 23. Bd2 b6 24. g4 Nc5 25. Rdc1 Rd6 26. a5 Kf7 27. Kg2 h5 28. b4 Ne4 29. Nxe4 Rxe4 30. Kf3 Bf6 31. Rb3 hxg4+ 32. hxg4 Re8 33. Rh1 Re7 34. Rh7+ Bg7 35. axb6 axb6 36. Rb1 Kg8 37. Rh2 Bf6 38. Rg1 Kf7 39. Rh7+ Ke8 40. Rh6 Bg7 41. Rh7 Bb2 42. Rxe7+ Kxe7 43. Rb1 Bg7 44. e4 Ke6 45. gxf5+ gxf5 46. e5 Rd4 47. b5 c5 48. Rg1 Bxe5 49. fxe5 Rg4 50. Re1 Rh4 51. Bf4 Rh3+ 52. Kf2 Rh8 53. Ke3 c4 54. Rf1 Rd8 55. Kd2 Ra8 56. Kc3 Kd5 57. Rb1 Ra3+ 58. Kb4 Ra2 59. Be3 f4 60. Bxf4 Rc2 61. Bh6 Kxe5 62. Bg7+ Ke4 63. Bc3 d2 64. Bxd2 Rxd2 65. Kxc4 Rd4+ 66. Kc3 Kd5 67. Kc2 Kc4 68. Rd1 Rxd1 {White forfeits on time} 0-1","black"
"4548","FICS rated standard game","Bliep","agungdemak","2360","1668","0.0","0.0","1200+0","2017.01.03","10:28:00","0:20:00.000","0:20:00.000","D00","24","1-0","1. b3 e5 2. Bb2 Nc6 3. d3 Nf6 4. c3 d5 5. g3 a5 6. Bg2 Be6 7. h4 h6 8. Nh3 Qd7 9. Nd2 Bd6 10. Nf3 a4 11. b4 a3 12. Bc1 b5 13. Nd2 O-O 14. e3 d4 15. Ng5 dxc3 16. Nb3 Bxb4 17. Qe2 hxg5 18. hxg5 Ng4 19. Bh3 c2+ 20. Kf1 e4 21. d4 Bc4 22. Bxg4 Qxg4 23. Qxc4 bxc4 24. Nc5 Qd1+ 25. Kg2 Qf3+ 26. Kh2 Bxc5 27. dxc5 Qxf2+ 28. Kh3 f5 29. Rh2 Qf1+ 30. Kh4 Kf7 31. Bd2 Rh8# {White checkmated} 0-1","white"
"4549","FICS rated standard game","agungdemak","Bliep","1678","2359","0.0","0.0","1200+0","2017.01.03","10:08:00","0:20:00.000","0:20:00.000","B20","44","0-1","1. e4 e5 2. Bc4 Bc5 3. Nf3 d6 4. c3 Nf6 5. d4 exd4 6. cxd4 Bb4+ 7. Bd2 Bxd2+ 8. Nbxd2 O-O 9. O-O Re8 10. Qb3 Qe7 11. e5 Nfd7 12. exd6 cxd6 13. Rfe1 Qf8 14. Bxf7+ Qxf7 15. Rxe8+ {Black resigns} 1-0","black"
"4550","FICS rated blitz game","gromarx","IFDThor","1984","2097","0.0","0.0","120+12","2017.01.03","10:19:00","0:02:00.000","0:02:00.000","D35","54","0-1","1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. e3 c6 5. Nf3 Bg7 6. Bd3 O-O 7. O-O Bg4 8. h3 Bxf3 9. Qxf3 Re8 10. b3 e5 11. dxe5 Nfd7 12. Bb2 Nxe5 13. Qe2 d4 14. exd4 Nxc4 15. Bxc4 Rxe2 16. Bxe2 {White resigns} 0-1","black"
"4551","FICS rated blitz game","IFDThor","gromarx","2091","1990","0.0","0.0","120+12","2017.01.03","10:08:00","0:02:00.000","0:02:00.000","B15","133","1-0","1. e3 e5 2. d4 exd4 3. exd4 Nf6 4. Nc3 d5 5. Nf3 Bd6 6. Bd3 O-O 7. O-O c6 8. Re1 Bg4 9. h3 Bh5 10. g4 Bg6 11. Nh4 Nbd7 12. g5 Nh5 13. Nf5 Bxf5 14. Bxf5 g6 15. Qg4 Nb6 16. Re2 Bc7 17. Kf1 Qd6 18. Bd3 f5 19. Qf3 Nd7 20. Re1 Rf7 21. a4 Ba5 22. Bd2 a6 23. b3 Nf8 24. Kg2 Ne6 25. Rxe6 Qxe6 26. Re1 Qd6 27. Qe3 f4 28. Qf3 Ng7 29. Nb1 Bxd2 30. Nxd2 Ne6 31. Qg4 Nxd4 32. c3 f3+ 33. Kg1 Nf5 34. Nxf3 Ng7 35. b4 Raf8 36. Re3 Rf4 37. Qg2 a5 38. bxa5 Qa3 39. Ne5 Rxf2 40. Qxf2 Rxf2 41. Kxf2 Qxc3 42. a6 bxa6 43. Ng4 Qd4 44. Kg2 a5 45. Nh6+ Kf8 46. Ng4 Qxa4 47. Ne5 Kg8 48. Ng4 Qd4 49. Kf3 Nh5 50. Re8+ Kf7 51. Re3 Kf8 52. Ba6 a4 53. Be2 Qb4 54. Bd1 a3 55. Bb3 d4 56. Rd3 {Black resigns} 1-0","white"
"4552","FICS rated blitz game","zbyshek","Knightsmasher","1962","2337","0.0","0.0","180+0","2017.01.03","10:10:00","0:03:00.000","0:03:00.000","E22","75","1/2-1/2","1. d4 Nf6 2. e3 b6 3. c3 e6 4. a3 d5 5. b3 Bd6 6. b4 a5 7. c4 axb4 8. f3 c5 {White resigns} 0-1","black"
"4553","FICS rated blitz game","tintinovsky","pikozrout","2053","2102","0.0","0.0","300+0","2017.01.03","10:04:00","0:05:00.000","0:05:00.000","A08","96","0-1","1. e3 e5 2. d4 exd4 3. exd4 d5 4. Bd3 Bd6 5. Nc3 Nf6 6. Nf3 O-O 7. O-O a6 8. Re1 Nc6 9. Bg5 Be6 10. Bh4 Nb4 11. Ng5 Qd7 12. Nxe6 fxe6 13. Be2 Qf7 14. a3 Nc6 15. Rb1 Rae8 16. Bf3 Nd7 17. Bg3 Nb6 18. Bxd6 cxd6 19. b3 Rd8 20. b4 Qf6 21. Ne2 Ne7 22. Ng3 Ng6 23. Nh5 Qf7 24. Qe2 e5 25. b5 Nc4 26. bxa6 bxa6 27. Rb4 Nxa3 28. dxe5 dxe5 29. Qxa6 Ra8 30. Qc6 Ne7 31. Qc3 e4 32. Rb7 Nc4 33. Qd4 Nd6 34. Bg4 Ra4 35. c4 Rxc4 36. Qb2 Ne8 37. f3 Rc7 38. Rxc7 Nxc7 39. fxe4 dxe4 40. Ng3 Ned5 41. Nxe4 Re8 42. g3 Kh8 43. Qf2 Qxf2+ 44. Kxf2 Nb4 45. Re3 g6 46. Nc5 Kg7 47. Rxe8 Nxe8 48. Bf3 Nd6 49. h3 Kf6 50. Ba8 {Black forfeits on time} 1-0","black"
"4554","FICS rated standard game","madoldboy","foggydew","2114","2216","0.0","0.0","900+15","2017.01.03","09:44:00","0:15:00.000","0:15:00.000","B22","71","1-0","1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. f3 e5 7. Nb3 Be6 8. Be3 h5 9. Qd2 Nbd7 10. O-O-O Be7 11. g3 Rc8 12. Kb1 b5 13. h4 Nb6 14. Qf2 Nfd7 15. f4 Na4 16. Nxa4 bxa4 17. f5 axb3 18. axb3 Bxb3 19. cxb3 a5 20. f6 gxf6 21. Bb5 Qc7 22. Qf5 Qb7 23. Ba4 Rg8 24. Qh7 Rg6 25. Qh8+ Bf8 26. Rxd6 Qxe4+ 27. Ka2 Qxe3 28. Bxd7+ Ke7 29. Bxc8 Kxd6 30. Qxf8+ Kc6 31. Rd1 Kc7 32. Qe7+ Kb6 33. Qb7+ Kc5 34. Rd5# {Black checkmated} 1-0","black"
"4555","FICS rated blitz game","gromarx","IFDThor","1979","2102","0.0","0.0","120+12","2017.01.03","10:01:00","0:02:00.000","0:02:00.000","A50","97","1-0","1. d4 d5 2. c4 c6 3. Nc3 Nf6 4. Nf3 a6 5. b3 dxc4 6. bxc4 Bf5 7. e3 Nbd7 8. Bd3 Bxd3 9. Qxd3 e6 10. O-O Rc8 11. Rd1 Bd6 12. c5 Bc7 13. Rb1 Rb8 14. e4 O-O 15. Bg5 h6 16. Bh4 g5 17. Bg3 Bxg3 18. hxg3 Qe7 19. Qc4 g4 20. Nh4 Kh8 21. d5 cxd5 22. exd5 Qxc5 23. Qxc5 Nxc5 24. dxe6 Nxe6 25. Nd5 Nxd5 26. Rxd5 b5 27. Nf5 Rfd8 28. Rbd1 Rxd5 29. Rxd5 Kh7 30. Kf1 Kg6 31. Nd4 Re8 32. Nc6 Kf6 33. Nb4 Nc7 34. Rd6+ Re6 35. Rxe6+ Kxe6 36. Ke2 f5 37. Ke3 a5 38. Nc6 a4 39. Nd4+ Kf6 40. a3 b4 41. axb4 a3 42. Nc2 a2 43. Kd3 Nd5 44. Kc4 Ke5 45. b5 f4 46. gxf4+ Nxf4 47. b6 Kd6 48. g3 Ne2 49. Kb3 Nd4+ 50. Kxa2 Nxc2 51. Kb2 Ne1 52. Kc3 Kc6 53. Kd4 Nf3+ 54. Ke4 Kxb6 55. Kf4 h5 56. Kf5 Nd2 57. Kg6 Ne4 58. Kxh5 Nxf2 59. Kg5 Kc5 60. Kf5 Kd4 61. Kf4 Kd3 {White resigns} 0-1","black"
"4556","FICS rated standard game","Bliep","agungdemak","2358","1690","0.0","0.0","1200+0","2017.01.03","09:48:00","0:20:00.000","0:20:00.000","D00","45","1-0","1. e4 c5 2. c3 Nf6 3. e5 Nd5 4. d4 cxd4 5. cxd4 d6 6. Bc4 Nb6 7. Bb3 dxe5 8. dxe5 Qxd1+ 9. Bxd1 Nc6 10. f4 Nb4 11. Be3 Nd3+ 12. Ke2 Nxb2 13. Nf3 Nd5 14. Bb3 Nxe3 15. Kxe3 e6 16. Nbd2 Bc5+ 17. Ke2 Bd7 18. a4 Bb4 19. Ra2 Nxa4 20. Bxa4 b5 21. Bb3 a5 22. Rc1 a4 23. Ne4 Rd8 24. Bc2 O-O 25. Rb1 Be7 26. Nd6 Bxd6 27. exd6 f6 28. Bd3 Rb8 29. Rb4 Rfe8 30. Rab2 Red8 31. Nd4 a3 32. Ra2 e5 33. fxe5 fxe5 34. Nc2 Bc6 35. g3 Rxd6 36. Rxa3 Rc8 37. Ne3 Rd4 38. Rxd4 exd4 39. Nf5 Re8+ 40. Kd2 g6 41. Nd6 Re5 42. Ra6 Rc5 43. Rb6 Kg7 44. Nxb5 Bxb5 45. Bxb5 h5 46. Bd3 Rg5 47. Rd6 Rg4 48. Ke2 Kf7 49. Kf3 Ke7 50. Ra6 Kf7 51. h3 Rg5 52. Rd6 Rc5 53. Rxd4 g5 54. Rc4 Rd5 55. Be4 Rd7 56. Rc5 Kf6 57. Rf5+ Kg7 58. Rxg5+ Kh6 59. Rd5 Rxd5 60. Bxd5 Kg5 61. Ke4 Kf6 62. Kf4 Ke7 63. Kg5 Kd6 64. Ba2 {Black resigns} 1-0","white"
"4557","FICS rated standard game","MrsLurking","mlaren","2260","1974","0.0","0.0","1800+0","2017.01.03","09:35:00","0:30:00.000","0:30:00.000","C12","53","1-0","1. d4 Nf6 2. e3 e6 3. Bd3 d5 4. c3 Bd6 5. f4 O-O 6. Nf3 Ne4 7. O-O c5 8. Ne5 f5 9. Rf3 Qb6 10. Rh3 g6 11. Qe1 Bxe5 12. fxe5 Nc6 13. Qh4 Rf7 14. Nd2 Nxd2 15. Bxd2 c4 16. Be2 Qxb2 17. Rd1 Qxa2 18. Qh6 Bd7 19. e4 fxe4 20. Bh5 Ne7 21. Bxg6 Nxg6 22. Bg5 Qf2+ 23. Kh1 Qf1+ 24. Rxf1 Rxf1# {White checkmated} 0-1","white"
"4558","FICS rated blitz game","IFDThor","gromarx","2096","1985","0.0","0.0","120+12","2017.01.03","09:56:00","0:02:00.000","0:02:00.000","A43","65","1-0","1. d4 d5 2. c4 Nf6 3. cxd5 Nxd5 4. e4 Nb6 5. Nf3 g6 6. Nc3 Bg7 7. h3 O-O 8. Be2 Nc6 9. d5 Ne5 10. Nxe5 Bxe5 11. Bh6 Bg7 12. Bxg7 Kxg7 13. O-O Nd7 14. Rc1 a6 15. Qd4+ f6 16. f4 c6 17. dxc6 bxc6 18. a3 e5 19. fxe5 Nxe5 20. Qe3 Bb7 21. Rcd1 Qc7 22. Rd4 Rad8 23. Rfd1 Qb6 24. Rd7+ Nxd7 25. Rxd7+ Rxd7 26. Qxb6 Rff7 27. Bxa6 Bxa6 28. Qxa6 Rd2 29. Qxc6 Rxb2 30. Nb5 Re7 31. a4 Re5 32. Qd7+ Kh6 33. Qd4 Rb1+ 34. Kf2 Rc1 35. Qd2+ {Black resigns} 1-0","white"
"4559","FICS rated standard game","Lessur","Lurking","2399","2540","0.0","0.0","900+0","2017.01.03","09:25:00","0:15:00.000","0:15:00.000","A03","160","1/2-1/2","1. d4 Nf6 2. c4 e6 3. Nf3 Bb4+ 4. Bd2 c5 5. Bxb4 cxb4 6. g3 d5 7. Qd3 Nc6 8. Nbd2 O-O 9. Bg2 Bd7 10. O-O Ne7 11. e4 dxe4 12. Nxe4 Nxe4 13. Qxe4 Bc6 14. Qg4 a5 15. Rfe1 Re8 16. Rad1 Qb6 17. Ne5 Bxg2 18. Kxg2 Rad8 19. Qh5 Ng6 20. Nf3 Qc6 21. Qxa5 Qxc4 22. Rc1 Qd5 23. Rc5 Qd7 24. Qxb4 Ra8 25. Rec1 h5 26. Rc7 Qd5 27. R1c5 Qxa2 28. Rxh5 Qb1 29. Qb5 Red8 30. Ng5 Ra1 31. Rxf7 Qh1+ 32. Kh3 Rg1 33. Qd3 Qg2+ 34. Kg4 Ne5+ 35. dxe5 Rxd3 36. Rh8+ Kxh8 37. Rf8# {Black checkmated} 1-0","black"
"4560","FICS rated standard game","agungdemak","Bliep","1704","2357","0.0","0.0","1200+0","2017.01.03","09:25:00","0:20:00.000","0:20:00.000","B20","56","0-1","1. c4 Nf6 2. d4 e6 3. a3 Be7 4. Nc3 O-O 5. e4 Nc6 6. Nf3 d6 7. h3 Bd7 8. Bd3 e5 9. d5 Nd4 10. O-O c5 11. Nxd4 exd4 12. Ne2 Qb6 13. Ng3 Rae8 14. Rb1 Qc7 15. f4 a6 16. Nh5 Nxh5 17. Qxh5 b5 18. b3 bxc4 19. bxc4 Rb8 20. e5 g6 21. Qh6 Rxb1 22. Bxb1 dxe5 23. f5 Rb8 24. fxg6 fxg6 25. Bxg6 hxg6 26. Qxg6+ Kh8 27. Rf7 Rb6 28. Qg7# {Black checkmated} 1-0","black"
"4561","FICS rated standard game","mlaren","foggydew","1977","2213","0.0","0.0","900+15","2017.01.03","09:12:00","0:15:00.000","0:15:00.000","C05","54","0-1","1. e4 c5 2. Nf3 d6 3. Bc4 Nc6 4. c3 Nf6 5. d3 g6 6. O-O Bg7 7. Bb3 O-O 8. Nbd2 Na5 9. Bc2 Bd7 10. Re1 e5 11. h3 Kh8 12. Nf1 Nc6 13. Ng3 Qb6 14. Nh2 Rae8 15. Ng4 Nxg4 16. hxg4 Qd8 17. f3 Qh4 18. Kf2 Qf6 19. g5 Qe7 20. Rh1 f6 21. gxf6 Bxf6 22. Bh6 Rf7 23. Bb3 Be6 24. Bxe6 Qxe6 25. Rh3 Ra8 26. Qd2 Be7 27. Rah1 Qxa2 28. Nf1 d5 29. Ne3 dxe4 30. dxe4 Rc8 31. Nd5 Rd8 32. Kg3 Qc4 33. Bg5 h5 34. Qe3 Kg8 35. Bxe7 Nxe7 36. Qh6 Rxd5 37. exd5 Nf5+ {White resigns} 0-1","black"
"4562","FICS rated standard game","Lurking","Lessur","2552","2387","0.0","0.0","900+0","2017.01.03","08:58:00","0:15:00.000","0:15:00.000","D32","98","0-1","1. e4 e6 2. Nf3 d5 3. e5 c5 4. Be2 Nc6 5. O-O Bd7 6. c4 d4 7. d3 Nge7 8. Re1 Ng6 9. Bf1 Be7 10. Na3 O-O 11. Bd2 a6 12. Qe2 b6 13. Nc2 Qc7 14. a4 f6 15. exf6 Bxf6 16. b3 e5 17. Qe4 Rfe8 18. b4 a5 19. bxc5 bxc5 20. Qd5+ Kh8 21. Qxc5 Nb4 22. Qxc7 {Black resigns} 1-0","white"
"4563","FICS rated lightning game","Knightsmasher","vbridges","2596","1694","0.0","0.0","60+0","2017.01.03","09:21:00","0:01:00.000","0:01:00.000","B10","29","1-0","1. e4 c5 2. Nf3 g6 3. d4 Bg7 4. Nc3 cxd4 5. Nxd4 a6 6. Bc4 e6 7. O-O Ne7 8. Bg5 d6 9. Qd2 O-O 10. a4 Nbc6 11. Nxc6 bxc6 12. Rad1 d5 13. Rfe1 d4 14. e5 c5 15. Ne4 Qc7 16. Nf6+ Kh8 17. c3 Bb7 18. cxd4 Rad8 19. Qc3 Qc6 20. Qh3 h5 21. Nxh5 gxh5 22. Bxe7 cxd4 23. Bxf8 Bxf8 24. Qxh5+ Kg8 25. Qg5+ Bg7 26. Qxd8+ Bf8 27. Qg5+ Bg7 28. Rxd4 Qb6 29. Rg4 {Black resigns} 1-0","white"
"4564","FICS rated standard game","Bliep","agungdemak","2356","1720","0.0","0.0","1200+0","2017.01.03","09:00:00","0:20:00.000","0:20:00.000","D30","53","1-0","1. e4 e5 2. Nc3 Nf6 3. Bc4 Nc6 4. Nf3 Nxe4 5. Bxf7+ Kxf7 6. Nxe4 d5 7. Neg5+ Ke8 8. d3 h6 9. Nh3 Bxh3 10. gxh3 Bc5 11. Be3 Bxe3 12. fxe3 Rf8 13. Kd2 e4 14. Ne5 Nxe5 15. Qh5+ Nf7 16. Raf1 Qg5 17. Qe2 Ne5 18. Rxf8+ Kxf8 19. Rf1+ Kg8 20. d4 Nc4+ 21. Kc1 Rf8 22. Re1 Rf3 {White forfeits on time} 0-1","white"
"4565","FICS rated lightning game","vbridges","Knightsmasher","1676","2596","0.0","0.0","60+0","2017.01.03","09:14:00","0:01:00.000","0:01:00.000","E33","64","0-1","1. d4 Nf6 2. c4 c5 3. d5 e6 4. Nc3 exd5 5. cxd5 d6 6. e4 g6 7. Nf3 Bg7 8. Bc4 O-O 9. O-O Bg4 10. h3 Bxf3 11. Qxf3 Nbd7 12. Bf4 Re8 13. Bb5 a6 14. Be2 Qe7 15. Bg5 b5 16. a3 b4 17. axb4 cxb4 18. Na4 Qxe4 19. Qxe4 Nxe4 20. Bf4 g5 21. Be3 f5 22. Bh5 Re7 23. Rfe1 Nef6 24. Bf3 Rae8 25. Bd2 Rxe1+ 26. Rxe1 Rxe1+ 27. Bxe1 a5 28. Bd2 f4 29. Be2 Ne4 30. Bg4 Ne5 31. Be6+ Kf8 32. Be1 Nd3 33. Bf5 Nec5 34. Bd2 Nxb2 35. Nxb2 Bxb2 36. Bxh7 Kg7 37. Bc2 b3 38. Bf5 a4 39. Bb4 Kf6 40. Bxc5 Kxf5 41. Bb6 a3 42. g4+ Ke5 43. Bd8 a2 44. Bxg5 a1=Q+ 45. Kg2 Bd4 {White resigns} 0-1","black"
"4566","FICS rated lightning game","Knightsmasher","vbridges","2596","1676","0.0","0.0","60+0","2017.01.03","09:12:00","0:01:00.000","0:01:00.000","B10","47","1-0","1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4 b5 7. Bb3 d5 8. dxe5 Be6 9. c3 Be7 10. Bc2 O-O 11. Nbd2 f5 12. Nb3 Qd7 13. Nbd4 Nxd4 14. Nxd4 c5 15. Nxe6 Qxe6 16. f3 Ng5 17. a4 Rad8 18. axb5 axb5 19. Be3 Qxe5 20. Re1 Qc7 21. Bb3 Qb7 22. Bf2 Rf6 23. Re5 Kh8 24. Bh4 Rff8 25. Kh1 Qc7 26. Rxe7 Qxe7 27. f4 Qe4 28. Bxg5 Ra8 29. Rb1 c4 30. Bc2 Qe6 31. Bh4 Ra2 32. Bf2 Qf7 33. g3 Rfa8 34. Bd4 Kg8 35. g4 Re8 36. gxf5 h6 37. f6 gxf6 38. Qg4+ Qg7 39. Qf5 Rxb2 40. Rg1 Qxg1+ 41. Kxg1 Re7 42. Qxf6 {Black resigns} 1-0","white"
"4567","FICS rated standard game","foggydew","mlaren","2226","1964","0.0","0.0","900+15","2017.01.03","08:16:00","0:15:00.000","0:15:00.000","E60","130","0-1","1. e4 d5 2. exd5 c6 3. d4 cxd5 4. c4 e6 5. cxd5 exd5 6. Bb5+ Nc6 7. Nc3 Be6 8. Nf3 Nf6 9. Qa4 Qc7 10. Bg5 Nd7 11. O-O Bd6 12. Rfe1 O-O 13. Qc2 Bg4 14. Nxd5 Qc8 15. Rac1 Bxf3 16. gxf3 f6 17. Bf4 Qb8 18. Qf5 Bxf4 19. Nxf4 Nb6 20. Bxc6 bxc6 21. Rxc6 Re8 22. Rxe8+ Qxe8 23. Rc7 Rd8 24. Rxa7 Rxd4 25. Rxg7+ Kxg7 26. Ne6+ Kg8 27. Nxd4 Qg6+ 28. Qg4 Nc4 29. a4 Nxb2 30. a5 Nc4 31. a6 Nb6 32. a7 Kf7 33. Kh1 Qb1+ 34. Kg2 Qg6 35. Nf5 h5 36. Nd6+ Kg7 37. Qxg6+ Kxg6 38. Kg3 Kg5 39. f4+ Kg6 40. f5+ Kg5 41. h4+ Kh6 42. Ne8 Na8 43. Nxf6 Nc7 44. Nd5 Na8 45. Kf4 Kh7 46. Ke5 Kg7 47. Ke6 Kf8 48. f6 Ke8 49. f7+ Kf8 50. Kf6 Nc7 51. a8=Q+ Nxa8 52. Nf4 Nb6 53. Ng6# {Black checkmated} 1-0","white"
"4568","FICS rated blitz game","Eatan","Sillycon","1888","2342","0.0","0.0","300+0","2017.01.03","08:47:00","0:05:00.000","0:05:00.000","E00","108","0-1","1. e4 d5 2. exd5 Qxd5 3. Nc3 Qa5 4. d4 Nf6 5. Nf3 Bf5 6. Bc4 e6 7. Bd2 c6 8. Nh4 Bg4 9. f3 Qh5 10. g3 Bh3 11. Ne4 Nxe4 12. fxe4 Qxd1+ 13. Rxd1 Nd7 14. Be2 Be7 15. c4 Rd8 16. Ba5 b6 17. Bc3 O-O 18. Bf3 b5 19. cxb5 cxb5 20. Ba5 Rc8 21. Ng2 e5 22. d5 Bc5 23. g4 Nf6 24. d6 h5 25. g5 Nd7 26. Ke2 f5 27. Ne3 fxe4 28. Bxe4 Rf4 29. Bb7 Rcf8 30. Be1 h4 31. Bd5+ Kh7 32. Bc6 Kg6 33. Bxb5 Rb8 34. b4 Rxb5 35. bxc5 Nxc5 36. Rd2 Ne6 37. Kd1 Re4 38. Rd3 Nd4 39. Kc1 Be6 40. Ra3 Rb6 41. Bf2 Rf4 42. Be1 Rxd6 43. Rxa7 Re4 44. Bf2 Rc6+ 45. Kb2 Rb6+ 46. Kc1 Rf4 47. Be1 Rf3 48. Ra3 Rf7 49. Ra5 Rc7+ 50. Kd1 Rb1+ 51. Kd2 Bd7 52. Ra6+ Kh5 53. a4 e4 54. h3 Rb3 55. Kd1 Rxe3 56. Rh2 Bxh3 57. Rxh3 Rxh3 {White resigns} 0-1","black"
